burden_group,Elevation_m,Water_Occurrence_pct,NDVI_2024
Low burden,623.8440074692638,31.82098321235658,0.5183567601757664
Mid,352.3861339946269,30.678749609696716,0.4906278460612523
High burden,332.264530810937,36.06202774564641,0.4853015828943834
