state,year,blood_slides_tested,positive_cases,pf_cases,deaths,is_partial_year,year_clean,flag_positive_gt_tested,flag_pf_gt_positive,slide_positivity_rate,pf_percentage,case_fatality_rate,testing_intensity,positive_cases_lag1,cases_yoy_change_pct,positive_cases_roll2
Uttar Pradesh,2024,14512288.0,13477.0,998.0,0.0,False,2024,False,False,0.09286612834585421,7.405208874378571,0.0,1.2126358560549586,13603.0,-0.9262662647945307,10321.0
Uttar Pradesh,2025,18697953.0,14593.0,650.0,0.0,False,2025,False,False,0.07804597647667635,4.45419036524361,0.0,1.5623868712246052,13477.0,8.28077465311271,13540.0
Uttar Pradesh,2026(upto June),7631902.0,1418.0,36.0,0.0,True,2026,False,False,0.01857990314865154,2.538787023977433,0.0,0.6377159835235872,,,
Uttarakhand,2022,695700.0,19.0,4.0,0.0,False,2022,False,False,0.002731062239471036,21.052631578947366,0.0,1.1872528263170452,,,
Uttarakhand,2023,706891.0,24.0,3.0,0.0,False,2023,False,False,0.00339514861555742,12.5,0.0,1.2063509237431111,19.0,26.31578947368421,
Uttarakhand,2024,721555.0,241.0,29.0,0.0,False,2024,False,False,0.033400087311431556,12.033195020746888,0.0,1.2313758992283967,24.0,904.1666666666666,21.5
Uttarakhand,2025,544830.0,196.0,56.0,0.0,False,2025,False,False,0.03597452416350054,28.57142857142857,0.0,0.929784328535742,241.0,-18.672199170124482,132.5
Uttarakhand,2026(upto June),260897.0,59.0,35.0,0.0,True,2026,False,False,0.02261428839733688,59.32203389830508,0.0,0.44523602217570524,,,
West Bengal,2022,11649846.0,40594.0,7277.0,3.0,False,2022,False,False,0.3484509580641667,17.92629452628467,0.007390254717445928,1.0139118905360334,,,
West Bengal,2023,12870741.0,26493.0,3565.0,2.0,False,2023,False,False,0.20583896451649522,13.456384705393878,0.007549163930094743,1.1201690854891677,40594.0,-34.736660590235005,
West Bengal,2024,13653675.0,21802.0,3841.0,2.0,False,2024,False,False,0.15967862132356309,17.617649756903038,0.009173470323823502,1.1883095649517235,26493.0,-17.70656399803722,33543.5
West Bengal,2025,13183059.0,19840.0,3592.0,2.0,False,2025,False,False,0.15049617846662144,18.10483870967742,0.010080645161290322,1.1473508125118626,21802.0,-8.999174387670855,24147.5
West Bengal,2026(upto June),6092671.0,3691.0,639.0,0.0,True,2026,False,False,0.06058098328302972,17.312381468436737,0.0,0.5302586465112127,,,
