year,state,district,total_cases,total_deaths,state_is_unknown
2015,Unknown,Umcp Jammu#,20,0,True
2015,Unknown,Saraikela Kharsawan,2913,0,True
2015,Unknown,A.M.U. Kembhavi#,7,0,True
2015,Unknown,Thiruvananthapuram,135,0,True
2015,Unknown,Khargone,2362,0,True
2015,Unknown,Imphal Urban#,3,0,True
2015,Unknown,Saiha,1087,3,True
2015,Unknown,Pondicherry,41,0,True
2015,Unknown,Nagar,58,0,True
2015,Unknown,Aranthangi#,50,0,True
2015,Unknown,Cheyyar#,20,0,True
2015,Unknown,Kanchipuram,7,0,True
2015,Unknown,Kovilpatti#,24,0,True
2015,Unknown,Palani#,7,0,True
2015,Unknown,Paramakudi#,43,0,True
2015,Unknown,Poonamallee#,2,0,True
2015,Unknown,Ramanathapuram,676,0,True
2015,Unknown,Sivakasi#,0,0,True
2015,Unknown,Tuticorin,117,0,True
2015,Unknown,Villupuram,31,0,True
2015,Unknown,Kushi Nagar,116,0,True
2015,Unknown,Maharajganj,5,0,True
2015,Unknown,Sant Kabeer Nagar,34,0,True
2015,Unknown,Shravasti,25,0,True
2015,Unknown,Siddharth Nagar,250,0,True
2015,Unknown,Udam Singh Nagar,101,0,True
2015,Unknown,Dinajpur Dakshin,335,0,True
2015,Unknown,Dinajpur Uttar,164,0,True
2015,Unknown,Kmuho#,155,1,True
2015,Unknown,Maldah,1685,0,True
2015,Unknown,Medinipur East,214,0,True
2015,Unknown,South Andamans,100,0,True
2016,Unknown,Visakhapatanam,6492,0,True
2016,Unknown,Lower Dibang Valley,252,0,True
2016,Unknown,Pashchim Champaran,0,0,True
2016,Unknown,Kabirdham,9194,3,True
2016,Unknown,Kanker,6554,0,True
2016,Unknown,Haveli,375,0,True
2016,Unknown,New Delhi,31,0,True
2016,Unknown,Dohad,2819,0,True
2016,Unknown,Gandhinagar Mc#,100,0,True
2016,Unknown,Doda,1,0,True
2016,Unknown,Jammu,85,0,True
2016,Unknown,Kathua,25,0,True
2016,Unknown,Kishtwar,0,0,True
2016,Unknown,Poonch,53,0,True
2016,Unknown,Rajouri,34,0,True
2016,Unknown,Ramban,1,0,True
2016,Unknown,Reasi,6,0,True
2016,Unknown,Samba,8,0,True
2016,Unknown,Udhampur,6,0,True
2016,Unknown,Umcp Jammu#,23,0,True
2016,Unknown,Saraikela Kharsawan,5718,0,True
2016,Unknown,A.M.U. Kembhavi#,0,0,True
2016,Unknown,Thiruvananthapuram,114,1,True
2016,Unknown,Khargone,1142,0,True
2016,Unknown,Imphal Urban#,0,0,True
2016,Unknown,Saiha,323,0,True
2016,Unknown,Pondicherry,53,0,True
2016,Unknown,Nagar,109,0,True
2016,Unknown,Aranthangi#,4,0,True
2016,Unknown,Cheyyar#,20,0,True
2016,Unknown,Kanchipuram,5,0,True
2016,Unknown,Kovilpatti#,6,0,True
2016,Unknown,Palani#,6,0,True
2016,Unknown,Paramakudi#,19,0,True
2016,Unknown,Poonamallee#,2,0,True
2016,Unknown,Ramanathapuram,292,0,True
2016,Unknown,Sivakasi#,7,0,True
2016,Unknown,Tuticorin,149,0,True
2016,Unknown,Villupuram,21,0,True
2016,Unknown,Kushi Nagar,160,0,True
2016,Unknown,Maharajganj,8,0,True
2016,Unknown,Sant Kabeer Nagar,49,0,True
2016,Unknown,Shravasti,28,0,True
2016,Unknown,Siddharth Nagar,160,0,True
2016,Unknown,Udam Singh Nagar,19,0,True
2016,Unknown,Dinajpur Dakshin,336,0,True
2016,Unknown,Dinajpur Uttar,130,0,True
2016,Unknown,Kmuho#,180,0,True
2016,Unknown,Maldah,1815,1,True
2016,Unknown,Medinipur East,322,0,True
2016,Unknown,South Andamans,72,0,True
2017,Unknown,Visakhapatanam,4836,0,True
2017,Unknown,Lower Dibang Valley,58,0,True
2017,Unknown,Pashchim Champaran,0,0,True
2017,Unknown,Kabirdham,4079,5,True
2017,Unknown,Kanker,7400,0,True
2017,Unknown,Haveli,290,0,True
2017,Unknown,New Delhi,577,0,True
2017,Unknown,Dohad,1701,0,True
2017,Unknown,Gandhinagar Mc#,179,0,True
2017,Unknown,Doda,2,0,True
2017,Unknown,Jammu,39,0,True
2017,Unknown,Kathua,33,0,True
2017,Unknown,Kishtwar,0,0,True
2017,Unknown,Poonch,21,0,True
2017,Unknown,Rajouri,85,0,True
2017,Unknown,Ramban,2,0,True
2017,Unknown,Reasi,8,0,True
2017,Unknown,Samba,5,0,True
2017,Unknown,Udhampur,8,0,True
2017,Unknown,Umcp Jammu#,23,0,True
2017,Unknown,Saraikela Kharsawan,4939,0,True
2017,Unknown,A.M.U. Kembhavi#,0,0,True
2017,Unknown,Thiruvananthapuram,70,1,True
2017,Unknown,Khargone,428,0,True
2017,Unknown,Mumbai,6019,7,True
2017,Unknown,Imphal Urban#,0,0,True
2017,Unknown,Saiha,192,0,True
2017,Unknown,Pondicherry,48,0,True
2017,Unknown,Nagar,128,0,True
2017,Unknown,Aranthangi#,1,0,True
2017,Unknown,Cheyyar#,23,0,True
2017,Unknown,Kanchipuram,5,0,True
2017,Unknown,Kovilpatti#,2,0,True
2017,Unknown,Palani#,5,0,True
2017,Unknown,Paramakudi#,7,0,True
2017,Unknown,Poonamallee#,3,0,True
2017,Unknown,Ramanathapuram,227,0,True
2017,Unknown,Sivakasi#,5,0,True
2017,Unknown,Tuticorin,77,0,True
2017,Unknown,Villupuram,18,0,True
2017,Unknown,Bhupalapally,568,0,True
2017,Unknown,Jogulamba Gadwal,3,0,True
2017,Unknown,Asifabad,161,0,True
2017,Unknown,Medchal Malkajgiri,55,0,True
2017,Unknown,Yadadri Bhuvanagiri,3,0,True
2017,Unknown,Kushi Nagar,88,0,True
2017,Unknown,Maharajganj,10,0,True
2017,Unknown,Sant Kabeer Nagar,42,0,True
2017,Unknown,Shravasti,30,0,True
2017,Unknown,Siddharth Nagar,182,0,True
2017,Unknown,Udam Singh Nagar,31,0,True
2017,Unknown,Dinajpur Dakshin,234,0,True
2017,Unknown,Dinajpur Uttar,406,1,True
2017,Unknown,Kmuho#,67,0,True
2017,Unknown,Maldah,1095,0,True
2017,Unknown,Medinipur East,453,0,True
2017,Unknown,South Andamans,39,0,True
2018,Unknown,Visakhapatanam,2252,0,True
2018,Unknown,Lower Dibang Valley,11,0,True
2018,Unknown,Pashchim Champaran,7,0,True
2018,Unknown,Dantewada,13180,9,True
2018,Unknown,Kabirdham,949,0,True
2018,Unknown,Kanker,2510,0,True
2018,Unknown,Haveli,221,1,True
2018,Unknown,New Delhi,473,0,True
2018,Unknown,Dohad,630,0,True
2018,Unknown,Gandhinagar Mc#,142,0,True
2018,Unknown,Doda,0,0,True
2018,Unknown,Jammu,31,0,True
2018,Unknown,Kathua,23,0,True
2018,Unknown,Kishtwar,0,0,True
2018,Unknown,Poonch,23,0,True
2018,Unknown,Rajouri,42,0,True
2018,Unknown,Ramban,0,0,True
2018,Unknown,Reasi,2,0,True
2018,Unknown,Samba,0,0,True
2018,Unknown,Udhampur,15,0,True
2018,Unknown,Umcp Jammu#,32,0,True
2018,Unknown,Saraikela Kharsawan,3731,0,True
2018,Unknown,A.M.U. Kembhavi#,2,0,True
2018,Unknown,Thiruvananthapuram,69,0,True
2018,Unknown,Khargone,173,0,True
2018,Unknown,Mumbai,5051,2,True
2018,Unknown,Imphal Urban#,0,0,True
2018,Unknown,Saiha,103,0,True
2018,Unknown,Pondicherry,50,0,True
2018,Unknown,Nagar,96,0,True
2018,Unknown,Aranthangi#,1,0,True
2018,Unknown,Cheyyar#,9,0,True
2018,Unknown,Kanchipuram,6,0,True
2018,Unknown,Kovilpatti#,3,0,True
2018,Unknown,Palani#,5,0,True
2018,Unknown,Paramakudi#,6,0,True
2018,Unknown,Poonamallee#,2,0,True
2018,Unknown,Ramanathapuram,49,0,True
2018,Unknown,Sivakasi#,4,0,True
2018,Unknown,Tuticorin,25,0,True
2018,Unknown,Villupuram,43,0,True
2018,Unknown,Bhupalapally,545,0,True
2018,Unknown,Jogulamba Gadwal,7,0,True
2018,Unknown,Asifabad,70,0,True
2018,Unknown,Medchal Malkajgiri,35,0,True
2018,Unknown,Yadadri Bhuvanagiri,1,0,True
2018,Unknown,Kushi Nagar,86,0,True
2018,Unknown,Maharajganj,20,0,True
2018,Unknown,Sant Kabeer Nagar,7,0,True
2018,Unknown,Shravasti,25,0,True
2018,Unknown,Siddharth Nagar,124,0,True
2018,Unknown,Udam Singh Nagar,50,0,True
2018,Unknown,Bishnupur Hd#,85,0,True
2018,Unknown,Dinajpur Dakshin,284,0,True
2018,Unknown,Dinajpur Uttar,189,1,True
2018,Unknown,Kmuho#,40,0,True
2018,Unknown,Maldah,724,0,True
2018,Unknown,Medinipur East,201,0,True
2018,Unknown,Medinipur West,175,0,True
2018,Unknown,South Andamans,14,0,True
2019,Unknown,Visakhapatanam,1121,0,True
2019,Unknown,Lower Dibang Valley,2,0,True
2019,Unknown,Pashchim Champaran,5,0,True
2019,Unknown,Kabirdham,461,0,True
2019,Unknown,Kanker,2748,0,True
2019,Unknown,Haveli,73,0,True
2019,Unknown,New Delhi,713,0,True
2019,Unknown,Dohad,361,0,True
2019,Unknown,Gandhinagar Mc#,161,0,True
2019,Unknown,Charki Dadri,13,0,True
2019,Unknown,Doda,1,0,True
2019,Unknown,Jammu,11,0,True
2019,Unknown,Kathua,23,0,True
2019,Unknown,Kishtwar,0,0,True
2019,Unknown,Poonch,17,0,True
2019,Unknown,Rajouri,22,0,True
2019,Unknown,Ramban,1,0,True
2019,Unknown,Reasi,5,0,True
2019,Unknown,Samba,2,0,True
2019,Unknown,Udhampur,7,0,True
2019,Unknown,Umcp Jammu#,16,0,True
2019,Unknown,Saraikela Kharsawan,1075,0,True
2019,Unknown,A.M.U. Kembhavi#,0,0,True
2019,Unknown,Thiruvananthapuram,44,0,True
2019,Unknown,Khargone,79,0,True
2019,Unknown,Mumbai,4357,0,True
2019,Unknown,Imphal Urban#,0,0,True
2019,Unknown,Saiha,279,0,True
2019,Unknown,Pondicherry,14,0,True
2019,Unknown,Nagar,162,0,True
2019,Unknown,Aranthangi#,0,0,True
2019,Unknown,Cheyyar#,10,0,True
2019,Unknown,Kanchipuram,13,0,True
2019,Unknown,Kovilpatti#,2,0,True
2019,Unknown,Palani#,1,0,True
2019,Unknown,Paramakudi#,11,0,True
2019,Unknown,Poonamallee#,6,0,True
2019,Unknown,Ramanathapuram,40,0,True
2019,Unknown,Sivakasi#,1,0,True
2019,Unknown,Tuticorin,21,0,True
2019,Unknown,Villupuram,5,0,True
2019,Unknown,Bhupalapally,18,0,True
2019,Unknown,Jogulamba Gadwal,0,0,True
2019,Unknown,Asifabad,100,0,True
2019,Unknown,Medchal Malkajgiri,76,0,True
2019,Unknown,Yadadri Bhuvanagiri,1,0,True
2019,Unknown,Kushi Nagar,118,0,True
2019,Unknown,Maharajganj,13,0,True
2019,Unknown,Sant Kabeer Nagar,11,0,True
2019,Unknown,Shravasti,10,0,True
2019,Unknown,Siddharth Nagar,179,0,True
2019,Unknown,Udam Singh Nagar,24,0,True
2019,Unknown,Bishnupur Hd#,77,0,True
2019,Unknown,Dinajpur Dakshin,79,0,True
2019,Unknown,Dinajpur Uttar,60,0,True
2019,Unknown,Maldah,422,0,True
2019,Unknown,Medinipur East,180,0,True
2019,Unknown,Medinipur West,112,0,True
2019,Unknown,South Andamans,8,1,True
2020,Unknown,Visakhapatanam,1260,0,True
2020,Unknown,Lower Dibang Valley,0,0,True
2020,Unknown,Pashchim Champaran,1,0,True
2020,Unknown,Dantewada,6734,8,True
2020,Unknown,Marwahi,187,0,True
2020,Unknown,Kabirdham,136,0,True
2020,Unknown,Kanker,2458,1,True
2020,Unknown,New Delhi,135,1,True
2020,Unknown,Dohad,65,0,True
2020,Unknown,Gandhinagar Mc#,697,0,True
2020,Unknown,Charki Dadri,2,0,True
2020,Unknown,Lahul And Spiti,0,0,True
2020,Unknown,Doda,0,0,True
2020,Unknown,Jammu,1,0,True
2020,Unknown,Kathua,16,0,True
2020,Unknown,Kishtwar,0,0,True
2020,Unknown,Poonch,8,0,True
2020,Unknown,Rajouri,5,0,True
2020,Unknown,Ramban,0,0,True
2020,Unknown,Reasi,2,0,True
2020,Unknown,Samba,0,0,True
2020,Unknown,Udhampur,3,0,True
2020,Unknown,Umcp Jammu#,2,0,True
2020,Unknown,Saraikela Kharsawan,653,0,True
2020,Unknown,A.M.U. Kembhavi#,0,0,True
2020,Unknown,Thiruvananthapuram,23,0,True
2020,Unknown,Khargone,7,0,True
2020,Unknown,Mumbai,5015,0,True
2020,Unknown,Imphal Urban#,0,0,True
2020,Unknown,Saiha,413,0,True
2020,Unknown,Pondicherry,8,0,True
2020,Unknown,Nagar,19,0,True
2020,Unknown,Aranthangi#,0,0,True
2020,Unknown,Cheyyar#,3,0,True
2020,Unknown,Kanchipuram,0,0,True
2020,Unknown,Kovilpatti#,2,0,True
2020,Unknown,Palani#,0,0,True
2020,Unknown,Paramakudi#,2,0,True
2020,Unknown,Poonamallee#,0,0,True
2020,Unknown,Ramanathapuram,3,0,True
2020,Unknown,Sivakasi#,0,0,True
2020,Unknown,Tuticorin,11,0,True
2020,Unknown,Villupuram,3,0,True
2020,Unknown,Bhupalapally,56,0,True
2020,Unknown,Jogulamba Gadwal,0,0,True
2020,Unknown,Asifabad,78,0,True
2020,Unknown,Medchal Malkajgiri,8,0,True
2020,Unknown,Yadadri Bhuvanagiri,1,0,True
2020,Unknown,Haveli,34,0,True
2020,Unknown,Kushi Nagar,12,0,True
2020,Unknown,Maharajganj,0,0,True
2020,Unknown,Sant Kabeer Nagar,4,0,True
2020,Unknown,Shravasti,0,0,True
2020,Unknown,Siddharth Nagar,52,0,True
2020,Unknown,Udam Singh Nagar,3,0,True
2020,Unknown,Bishnupur Hd#,25,0,True
2020,Unknown,Dinajpur Dakshin,10,0,True
2020,Unknown,Dinajpur Uttar,23,0,True
2020,Unknown,Maldah,102,0,True
2020,Unknown,Medinipur East,32,0,True
2020,Unknown,Medinipur West,17,0,True
2020,Unknown,South Andamans,4,0,True
2021,Unknown,Visakhapatanam,841,0,True
2021,Unknown,Lower Dibang Valley,0,0,True
2021,Unknown,Mancachar,4,0,True
2021,Unknown,West Karbi Anglong,1,0,True
2021,Unknown,Pashchim Champaran,8,0,True
2021,Unknown,Dantewada,6340,9,True
2021,Unknown,Marwahi,74,0,True
2021,Unknown,Kabirdham,664,0,True
2021,Unknown,Kanker,1411,0,True
2021,Unknown,New Delhi,167,0,True
2021,Unknown,Dohad,28,0,True
2021,Unknown,Gandhinagar Mc#,211,0,True
2021,Unknown,Charki Dadri,6,0,True
2021,Unknown,Lahul And Spiti,0,0,True
2021,Unknown,Doda,1,0,True
2021,Unknown,Jammu,3,0,True
2021,Unknown,Kathua,5,0,True
2021,Unknown,Kishtwar,0,0,True
2021,Unknown,Poonch,11,0,True
2021,Unknown,Rajouri,6,0,True
2021,Unknown,Ramban,0,0,True
2021,Unknown,Reasi,1,0,True
2021,Unknown,Samba,1,0,True
2021,Unknown,Udhampur,1,0,True
2021,Unknown,Umcp Jammu#,2,0,True
2021,Unknown,Saraikela Kharsawan,367,0,True
2021,Unknown,A.M.U. Kembhavi#,0,0,True
2021,Unknown,Thiruvananthapuram,39,0,True
2021,Unknown,Khargone,2,0,True
2021,Unknown,Mumbai,5162,0,True
2021,Unknown,Imphal Urban#,1,0,True
2021,Unknown,Saiha,446,0,True
2021,Unknown,Pondicherry,4,0,True
2021,Unknown,Nagar,2,0,True
2021,Unknown,Aranthangi#,0,0,True
2021,Unknown,Attur#,0,0,True
2021,Unknown,Cheyyar#,2,0,True
2021,Unknown,Kanchipuram,3,0,True
2021,Unknown,Kovilpatti#,4,0,True
2021,Unknown,Palani#,0,0,True
2021,Unknown,Paramakudi#,0,0,True
2021,Unknown,Poonamallee#,0,0,True
2021,Unknown,Ramanathapuram,1,0,True
2021,Unknown,Sivakasi#,0,0,True
2021,Unknown,Tuticorin,12,0,True
2021,Unknown,Villupuram,2,0,True
2021,Unknown,Bhupalapally,58,0,True
2021,Unknown,Jogulamba Gadwal,0,0,True
2021,Unknown,Asifabad,77,0,True
2021,Unknown,Medchal Malkajgiri,4,0,True
2021,Unknown,Yadadri Bhuvanagiri,4,0,True
2021,Unknown,Haveli,47,0,True
2021,Unknown,Kushi Nagar,1,0,True
2021,Unknown,Maharajganj,6,0,True
2021,Unknown,Sant Kabeer Nagar,11,0,True
2021,Unknown,Shravasti,2,0,True
2021,Unknown,Siddharth Nagar,48,0,True
2021,Unknown,Udam Singh Nagar,0,0,True
2021,Unknown,Bishnupur Hd#,131,0,True
2021,Unknown,Dinajpur Dakshin,26,0,True
2021,Unknown,Dinajpur Uttar,46,0,True
2021,Unknown,Maldah,238,0,True
2021,Unknown,Medinipur East,78,0,True
2021,Unknown,Medinipur West,58,0,True
2021,Unknown,South Andamans,4,0,True
2021,Unknown,Alluri Sitharama Raju,830,0,True
2022,Unknown,Konaseema,0,0,True
2022,Unknown,Visakhapatanam,53,0,True
2022,Unknown,Lower Dibang Valley,0,0,True
2022,Unknown,Mancachar,4,0,True
2022,Unknown,West Karbi Anglong,2,0,True
2022,Unknown,Pashchim Champaran,1,0,True
2022,Unknown,Dantewada,9423,4,True
2022,Unknown,Marwahi,41,0,True
2022,Unknown,Kabirdham,496,0,True
2022,Unknown,Kanker,1106,0,True
2022,Unknown,New Delhi,263,1,True
2022,Unknown,Dohad,23,0,True
2022,Unknown,Gandhinagar Mc#,106,0,True
2022,Unknown,Charki Dadri,3,0,True
2022,Unknown,Lahul And Spiti,0,0,True
2022,Unknown,Doda,0,0,True
2022,Unknown,Jammu,9,0,True
2022,Unknown,Kathua,2,0,True
2022,Unknown,Kishtwar,0,0,True
2022,Unknown,Poonch,9,0,True
2022,Unknown,Rajouri,6,0,True
2022,Unknown,Ramban,0,0,True
2022,Unknown,Reasi,0,0,True
2022,Unknown,Samba,1,0,True
2022,Unknown,Udhampur,2,0,True
2022,Unknown,Umcp Jammu#,5,0,True
2022,Unknown,Saraikela Kharsawan,690,0,True
2022,Unknown,A.M.U. Kembhavi#,0,0,True
2022,Unknown,Vijayanagar,1,0,True
2022,Unknown,Thiruvananthapuram,39,0,True
2022,Unknown,Khargone,3,0,True
2022,Unknown,Mumbai,3985,2,True
2022,Unknown,Imphal Urban#,1,0,True
2022,Unknown,Hills,3,0,True
2022,Unknown,Saiha,963,0,True
2022,Unknown,Pondicherry,0,0,True
2022,Unknown,Nagar,1,0,True
2022,Unknown,Aranthangi#,0,0,True
2022,Unknown,Attur#,3,0,True
2022,Unknown,Cheyyar#,6,0,True
2022,Unknown,Kanchipuram,9,0,True
2022,Unknown,Kovilpatti#,3,0,True
2022,Unknown,Palani#,1,0,True
2022,Unknown,Paramakudi#,2,0,True
2022,Unknown,Poonamallee#,3,0,True
2022,Unknown,Ramanathapuram,4,0,True
2022,Unknown,Sivakasi#,2,0,True
2022,Unknown,Tuticorin,10,0,True
2022,Unknown,Villupuram,7,0,True
2022,Unknown,Bhupalapally,24,0,True
2022,Unknown,Jogulamba Gadwal,1,0,True
2022,Unknown,Asifabad,77,0,True
2022,Unknown,Medchal Malkajgiri,14,0,True
2022,Unknown,Yadadri Bhuvanagiri,0,0,True
2022,Unknown,Haveli,76,0,True
2022,Unknown,Kushi Nagar,3,0,True
2022,Unknown,Maharajganj,7,0,True
2022,Unknown,Sant Kabeer Nagar,6,0,True
2022,Unknown,Shravasti,2,0,True
2022,Unknown,Siddharth Nagar,18,0,True
2022,Unknown,Udam Singh Nagar,0,0,True
2022,Unknown,Bishnupur Hd#,76,0,True
2022,Unknown,Dinajpur Dakshin,68,0,True
2022,Unknown,Dinajpur Uttar,119,0,True
2022,Unknown,Maldah,490,0,True
2022,Unknown,Medinipur East,300,0,True
2022,Unknown,Medinipur West,212,0,True
2022,Unknown,South Andamans,10,0,True
2022,Unknown,Alluri Sitharama Raju,3675,0,True
2023,Unknown,Konaseema,0,0,True
2023,Unknown,Visakhapatanam,110,0,True
2023,Unknown,Lower Dibang Valley,3,0,True
2023,Unknown,Mancachar,4,0,True
2023,Unknown,West Karbi Anglong,0,0,True
2023,Unknown,Pashchim Champaran,3,0,True
2023,Unknown,Dantewada,8574,1,True
2023,Unknown,Marwahi,27,0,True
2023,Unknown,Kabirdham,250,0,True
2023,Unknown,Kanker,888,0,True
2023,Unknown,Gandai,283,0,True
2023,Unknown,Ambagarh Chouki,235,0,True
2023,Unknown,Sarangarh Bilaigarh,23,0,True
2023,Unknown,New Delhi,344,1,True
2023,Unknown,Dohad,12,0,True
2023,Unknown,Gandhinagar Mc#,194,0,True
2023,Unknown,Charki Dadri,7,0,True
2023,Unknown,Lahul And Spiti,0,0,True
2023,Unknown,Doda,2,0,True
2023,Unknown,Jammu,15,0,True
2023,Unknown,Kathua,2,0,True
2023,Unknown,Kishtwar,0,0,True
2023,Unknown,Poonch,5,0,True
2023,Unknown,Rajouri,5,0,True
2023,Unknown,Ramban,0,0,True
2023,Unknown,Reasi,1,0,True
2023,Unknown,Samba,1,0,True
2023,Unknown,Udhampur,3,0,True
2023,Unknown,Saraikela Kharsawan,917,0,True
2023,Unknown,A.M.U. Kembhavi#,0,0,True
2023,Unknown,Vijayanagar,1,0,True
2023,Unknown,Thiruvananthapuram,30,0,True
2023,Unknown,Khargone,7,0,True
2023,Unknown,Mumbai,7319,0,True
2023,Unknown,Hills,1,0,True
2023,Unknown,Saiha,1681,0,True
2023,Unknown,Pondicherry,3,0,True
2023,Unknown,Nagar,1,0,True
2023,Unknown,Aranthangi#,0,0,True
2023,Unknown,Attur#,1,0,True
2023,Unknown,Cheyyar#,0,0,True
2023,Unknown,Kanchipuram,4,0,True
2023,Unknown,Kovilpatti#,1,0,True
2023,Unknown,Palani#,4,0,True
2023,Unknown,Paramakudi#,0,0,True
2023,Unknown,Poonamallee#,2,0,True
2023,Unknown,Ramanathapuram,3,0,True
2023,Unknown,Sivakasi#,0,0,True
2023,Unknown,Tuticorin,12,0,True
2023,Unknown,Villupuram,8,0,True
2023,Unknown,Bhupalapally,1,0,True
2023,Unknown,Jogulamba Gadwal,0,0,True
2023,Unknown,Asifabad,81,0,True
2023,Unknown,Medchal Malkajgiri,1,0,True
2023,Unknown,Yadadri Bhuvanagiri,0,0,True
2023,Unknown,Haveli,79,0,True
2023,Unknown,Kushi Nagar,7,0,True
2023,Unknown,Maharajganj,4,0,True
2023,Unknown,Sant Kabeer Nagar,2,0,True
2023,Unknown,Shravasti,5,0,True
2023,Unknown,Siddharth Nagar,14,0,True
2023,Unknown,Udam Singh Nagar,0,0,True
2023,Unknown,Bishnupur Hd#,55,0,True
2023,Unknown,Dinajpur Dakshin,72,0,True
2023,Unknown,Dinajpur Uttar,123,0,True
2023,Unknown,Maldah,447,0,True
2023,Unknown,Medinipur East,267,0,True
2023,Unknown,Medinipur West,162,0,True
2023,Unknown,South Andamans,0,0,True
2023,Unknown,Alluri Sitharama Raju,577,0,True
2024,Unknown,Konaseema,0,0,True
2024,Unknown,Visakhapatanam,29,0,True
2024,Unknown,Lower Dibang Valley,0,0,True
2024,Unknown,Bajali,0,0,True
2024,Unknown,Mancachar,3,0,True
2024,Unknown,Tamulpur,0,0,True
2024,Unknown,West Karbi Anglong,0,0,True
2024,Unknown,Pashchim Champaran,1,0,True
2024,Unknown,Dantewada,1331,0,True
2024,Unknown,Marwahi,1,0,True
2024,Unknown,Kabirdham,69,0,True
2024,Unknown,Kanker,131,0,True
2024,Unknown,Gandai,50,0,True
2024,Unknown,Ambagarh Chouki,51,0,True
2024,Unknown,Sarangarh Bilaigarh,0,0,True
2024,Unknown,New Delhi,34,0,True
2024,Unknown,Dohad,0,0,True
2024,Unknown,Charki Dadri,2,0,True
2024,Unknown,Lahul And Spiti,0,0,True
2024,Unknown,Doda,0,0,True
2024,Unknown,Ganderbal,0,0,True
2024,Unknown,Jammu,7,0,True
2024,Unknown,Kathua,1,0,True
2024,Unknown,Kishtwar,0,0,True
2024,Unknown,Kulgam,0,0,True
2024,Unknown,Kupwara,0,0,True
2024,Unknown,Poonch,4,0,True
2024,Unknown,Pulwama,0,0,True
2024,Unknown,Rajouri,1,0,True
2024,Unknown,Ramban,0,0,True
2024,Unknown,Reasi,0,0,True
2024,Unknown,Samba,1,0,True
2024,Unknown,Shopian,0,0,True
2024,Unknown,Srinagar,0,0,True
2024,Unknown,Udhampur,0,0,True
2024,Unknown,Saraikela Kharsawan,230,0,True
2024,Unknown,A.M.U. Kembhavi#,0,0,True
2024,Unknown,Vijayanagar,0,0,True
2024,Unknown,Thiruvananthapuram,7,0,True
2024,Unknown,Khargone,1,0,True
2024,Unknown,Mumbai,1216,0,True
2024,Unknown,Imphal Urban#,0,0,True
2024,Unknown,Hills,0,0,True
2024,Unknown,Hnahthial,0,0,True
2024,Unknown,Khawzawl,0,0,True
2024,Unknown,Saiha,222,0,True
2024,Unknown,Saitual,0,0,True
2024,Unknown,Niuland,0,0,True
2024,Unknown,Noklak,0,0,True
2024,Unknown,Tseminyu,0,0,True
2024,Unknown,Malaria Clinic+Ftds#,0,0,True
2024,Unknown,Pondicherry,5,0,True
2024,Unknown,Nagar,0,0,True
2024,Unknown,Aranthangi#,0,0,True
2024,Unknown,Attur#,0,0,True
2024,Unknown,Cheyyar#,0,0,True
2024,Unknown,Kanchipuram,2,0,True
2024,Unknown,Kovilpatti#,0,0,True
2024,Unknown,Palani#,0,0,True
2024,Unknown,Paramakudi#,0,0,True
2024,Unknown,Poonamallee#,0,0,True
2024,Unknown,Ramanathapuram,0,0,True
2024,Unknown,Sivakasi#,0,0,True
2024,Unknown,Tuticorin,1,0,True
2024,Unknown,Villupuram,0,0,True
2024,Unknown,Bhupalapally,0,0,True
2024,Unknown,Jogulamba Gadwal,0,0,True
2024,Unknown,Asifabad,8,0,True
2024,Unknown,Medchal Malkajgiri,0,0,True
2024,Unknown,Yadadri Bhuvanagiri,0,0,True
2024,Unknown,Haveli,20,0,True
2024,Unknown,Kushi Nagar,6,0,True
2024,Unknown,Maharajganj,1,0,True
2024,Unknown,Sant Kabeer Nagar,0,0,True
2024,Unknown,Shravasti,2,0,True
2024,Unknown,Siddharth Nagar,1,0,True
2024,Unknown,Udam Singh Nagar,0,0,True
2024,Unknown,Bishnupur Hd#,0,0,True
2024,Unknown,Dinajpur Dakshin,13,0,True
2024,Unknown,Dinajpur Uttar,15,1,True
2024,Unknown,Maldah,107,0,True
2024,Unknown,Medinipur East,19,0,True
2024,Unknown,Medinipur West,11,0,True
